学号,学院,教学班,姓名,手机号,楼群,楼号,楼层,宿舍号,性别,是否有车
113022019155,光电与信息工程学院,20电子信息工程,白丽,18757687760,榕苑,2,2,224,男,没有
113022019136,光电与信息工程学院,20电子信息工程,杨冬梅,15378953928,榕苑,2,2,224,男,没有
113032021098,光电与信息工程学院,2036测控技术与仪器,冯旭,13821433725,榕苑,2,3,301,女,没有
113032021065,光电与信息工程学院,2036测控技术与仪器,谢雪,15577720362,榕苑,2,3,301,女,没有
113032021195,光电与信息工程学院,2036测控技术与仪器,龙丽,18558801420,榕苑,2,3,301,女,没有
113032021191,光电与信息工程学院,2036测控技术与仪器,曹军,18255409518,榕苑,2,3,301,女,有
113002021005,光电与信息工程学院,21电子信息工程,朱楠,13025709418,榕苑,2,3,302,女,有
113002021194,光电与信息工程学院,21电子信息工程,王桂荣,18210603915,榕苑,2,3,302,女,有
113002021105,光电与信息工程学院,21电子信息工程,邵颖,14599239723,榕苑,2,3,302,女,没有
113002021177,光电与信息工程学院,21电子信息工程,覃淑华,15107767981,榕苑,2,3,302,女,有
113072021139,光电与信息工程学院,2022级光电信息科学与工程,刘刚,15626001728,榕苑,2,3,303,女,没有
113072021149,光电与信息工程学院,2022级光电信息科学与工程,黄佳,15373462281,榕苑,2,3,303,女,有
113072021023,光电与信息工程学院,2022级光电信息科学与工程,曹楠,15333832431,榕苑,2,3,303,女,有
113072021136,光电与信息工程学院,2022级光电信息科学与工程,王龙,15594555707,榕苑,2,3,303,女,有
113092021032,光电与信息工程学院,20电子信息工程,王红,14534454137,榕苑,2,3,304,女,没有
113092021008,光电与信息工程学院,20电子信息工程,叶雷,15953941543,榕苑,2,3,304,女,没有
113092021174,光电与信息工程学院,20电子信息工程,苗宁,15799802226,榕苑,2,3,304,女,没有
113092021024,光电与信息工程学院,20电子信息工程,徐婷,15387747145,榕苑,2,3,304,女,有
113002021171,光电与信息工程学院,20电子信息工程,魏丹丹,15321716576,榕苑,2,3,305,女,有
113002021035,光电与信息工程学院,20电子信息工程,黎莹,13000725564,榕苑,2,3,305,女,没有
113002021106,光电与信息工程学院,20电子信息工程,夏红,18933425446,榕苑,2,3,305,女,有
113002021129,光电与信息工程学院,20电子信息工程,周军,13389551716,榕苑,2,3,305,女,没有
113092021005,光电与信息工程学院,2022级测控技术与仪器,胡凯,13055856236,榕苑,2,3,306,女,有
113092021128,光电与信息工程学院,2022级测控技术与仪器,梅春梅,13747219406,榕苑,2,3,306,女,有
113092021062,光电与信息工程学院,2022级测控技术与仪器,刘欢,15826270751,榕苑,2,3,306,女,有
113092021179,光电与信息工程学院,2022级测控技术与仪器,罗霞,15940611536,榕苑,2,3,306,女,没有
113072021171,光电与信息工程学院,2022级光电信息科学与工程,吴瑜,15731216158,榕苑,2,3,307,女,没有
113072021179,光电与信息工程学院,2022级光电信息科学与工程,王莉,13421790159,榕苑,2,3,307,女,有
113072021108,光电与信息工程学院,2022级光电信息科学与工程,钟桂花,13691553188,榕苑,2,3,307,女,没有
113072021064,光电与信息工程学院,2022级光电信息科学与工程,王峰,13090365388,榕苑,2,3,307,女,没有
113052021197,光电与信息工程学院,2022级通信工程（中英）,武岩,15514805274,榕苑,2,3,308,女,没有
113052021055,光电与信息工程学院,2022级通信工程（中英）,陈秀兰,15519423451,榕苑,2,3,308,女,有
113052021111,光电与信息工程学院,2022级通信工程（中英）,刘平,15615753407,榕苑,2,3,308,女,有
113052021137,光电与信息工程学院,2022级通信工程（中英）,皮娟,15244646955,榕苑,2,3,308,女,有
113012021144,光电与信息工程学院,2136测控技术与仪器,尹桂芳,15669242641,榕苑,2,3,309,女,有
113012021036,光电与信息工程学院,2136测控技术与仪器,徐萍,15202694770,榕苑,2,3,309,女,没有
113012021164,光电与信息工程学院,2136测控技术与仪器,林强,13834382124,榕苑,2,3,309,女,没有
113012021188,光电与信息工程学院,2136测控技术与仪器,姚亮,15107524336,榕苑,2,3,309,女,有
113002021191,光电与信息工程学院,21通信工程,苏颖,14516100377,榕苑,2,3,310,女,没有
113002021095,光电与信息工程学院,21通信工程,胡冬梅,13654815798,榕苑,2,3,310,女,没有
113002021143,光电与信息工程学院,21通信工程,黄桂兰,18626984624,榕苑,2,3,310,女,没有
113002021010,光电与信息工程学院,21通信工程,姚萍,13854610166,榕苑,2,3,310,女,没有
113052021103,光电与信息工程学院,2036光电信息科学与工程,刘洁,13316374699,榕苑,2,3,311,女,有
113052021141,光电与信息工程学院,2036光电信息科学与工程,孟桂兰,18284513112,榕苑,2,3,311,女,有
113052021061,光电与信息工程学院,2036光电信息科学与工程,宋莉,15543997474,榕苑,2,3,311,女,有
113052021110,光电与信息工程学院,2036光电信息科学与工程,朱楠,15215802095,榕苑,2,3,311,女,没有
113072021051,光电与信息工程学院,21通信工程,王涛,15161858667,榕苑,2,3,312,女,没有
113072021041,光电与信息工程学院,21通信工程,谭静,13999326370,榕苑,2,3,312,女,没有
113072021024,光电与信息工程学院,21通信工程,段想,15859178492,榕苑,2,3,312,女,没有
113072021068,光电与信息工程学院,21通信工程,邓淑华,18675845838,榕苑,2,3,312,女,有
113092021043,光电与信息工程学院,21信息工程,康秀荣,15157987843,榕苑,2,3,313,女,没有
113092021099,光电与信息工程学院,21信息工程,陈鹏,15727577914,榕苑,2,3,313,女,有
113092021022,光电与信息工程学院,21信息工程,曾军,18597555018,榕苑,2,3,313,女,没有
113092021064,光电与信息工程学院,21信息工程,周霞,15000416161,榕苑,2,3,313,女,有
113012021001,光电与信息工程学院,2136光电信息科学与工程,刘波,13287216127,榕苑,2,3,314,女,有
113012021079,光电与信息工程学院,2136光电信息科学与工程,庄丽华,13600637199,榕苑,2,3,314,女,有
113012021021,光电与信息工程学院,2136光电信息科学与工程,康桂芝,14536043296,榕苑,2,3,314,女,有
113012021088,光电与信息工程学院,2136光电信息科学与工程,李丽娟,18657292559,榕苑,2,3,314,女,没有
113002021162,光电与信息工程学院,2036光电信息科学与工程,吴想,15138750401,榕苑,2,3,315,女,没有
113002021115,光电与信息工程学院,2036光电信息科学与工程,袁伟,18222633701,榕苑,2,3,315,女,没有
113002021099,光电与信息工程学院,2036光电信息科学与工程,邹霞,13453869069,榕苑,2,3,315,女,有
113002021007,光电与信息工程学院,2036光电信息科学与工程,黄玉梅,13995265712,榕苑,2,3,315,女,有
113092021037,光电与信息工程学院,2036测控技术与仪器,邵桂英,18818979564,榕苑,2,3,316,女,没有
113092021067,光电与信息工程学院,2036测控技术与仪器,廖凤英,15176943052,榕苑,2,3,316,女,有
113092021118,光电与信息工程学院,2036测控技术与仪器,陈帆,13718728113,榕苑,2,3,316,女,没有
113092021158,光电与信息工程学院,2036测控技术与仪器,王英,13359329233,榕苑,2,3,316,女,有
113012021057,光电与信息工程学院,2136光电信息科学与工程,吴想,13206601339,榕苑,2,3,317,女,有
113012021037,光电与信息工程学院,2136光电信息科学与工程,李琳,15879628896,榕苑,2,3,317,女,没有
113012021182,光电与信息工程学院,2136光电信息科学与工程,苏佳,15645818275,榕苑,2,3,317,女,没有
113012021044,光电与信息工程学院,2136光电信息科学与工程,杨帆,15515601019,榕苑,2,3,317,女,有
113102021158,光电与信息工程学院,2022级测控技术与仪器,李雷,15315067937,榕苑,2,3,318,女,有
113102021108,光电与信息工程学院,2022级测控技术与仪器,贺兰英,18515043704,榕苑,2,3,318,女,没有
113102021093,光电与信息工程学院,2022级测控技术与仪器,金亮,15374309838,榕苑,2,3,318,女,有
113102021063,光电与信息工程学院,2022级测控技术与仪器,赵琳,13850147953,榕苑,2,3,318,女,有
113072021127,光电与信息工程学院,20信息工程,徐淑英,18220730025,榕苑,2,3,319,女,有
113072021169,光电与信息工程学院,20信息工程,邱凤兰,18893996940,榕苑,2,3,319,女,有
113072021084,光电与信息工程学院,20信息工程,宁楠,18510682129,榕苑,2,3,319,女,没有
113072021114,光电与信息工程学院,20信息工程,庞敏,18998387326,榕苑,2,3,319,女,没有
113092021167,光电与信息工程学院,21电子信息工程,贾萍,13349286600,榕苑,2,3,320,女,没有
113092021200,光电与信息工程学院,21电子信息工程,李玲,15051589021,榕苑,2,3,320,女,有
113092021065,光电与信息工程学院,21电子信息工程,秦平,15519517549,榕苑,2,3,320,女,没有
113092021144,光电与信息工程学院,21电子信息工程,郭芳,15710405530,榕苑,2,3,320,女,没有
113012021046,光电与信息工程学院,21电子信息工程,王桂香,18544383327,榕苑,2,3,321,女,有
113012021099,光电与信息工程学院,21电子信息工程,李琳,18510558577,榕苑,2,3,321,女,有
113012021170,光电与信息工程学院,21电子信息工程,程婷,18035218493,榕苑,2,3,321,女,没有
113012021168,光电与信息工程学院,21电子信息工程,李想,13574427523,榕苑,2,3,321,女,有
113002021163,光电与信息工程学院,2136光电信息科学与工程,吴亮,13737875469,榕苑,2,3,322,女,有
113002021023,光电与信息工程学院,2136光电信息科学与工程,覃波,18625041741,榕苑,2,3,322,女,有
113002021110,光电与信息工程学院,2136光电信息科学与工程,邓霞,15072160590,榕苑,2,3,322,女,有
113002021183,光电与信息工程学院,2136光电信息科学与工程,廖芳,13305127623,榕苑,2,3,322,女,没有
113042021073,光电与信息工程学院,2136通信工程（中英）,张建国,15126210917,榕苑,2,3,323,女,有
113042021101,光电与信息工程学院,2136通信工程（中英）,罗金凤,13446618232,榕苑,2,3,323,女,没有
113042021089,光电与信息工程学院,2136通信工程（中英）,姚东,13609037762,榕苑,2,3,323,女,没有
113042021013,光电与信息工程学院,2136通信工程（中英）,赵淑英,15021677812,榕苑,2,3,323,女,有
113022021085,光电与信息工程学院,20电子信息工程,张玉兰,18074638571,榕苑,2,3,324,女,没有
113022021089,光电与信息工程学院,20电子信息工程,白东,15224856841,榕苑,2,3,324,女,有
113022021048,光电与信息工程学院,20电子信息工程,惠波,15932024358,榕苑,2,3,324,女,没有
113022021162,光电与信息工程学院,20电子信息工程,唐斌,15757668488,榕苑,2,3,324,女,没有
113032021069,光电与信息工程学院,2036光电信息科学与工程,卢红霞,15963363935,榕苑,2,4,401,女,有
113032021013,光电与信息工程学院,2036光电信息科学与工程,陈淑珍,13817725682,榕苑,2,4,401,女,有
113032021002,光电与信息工程学院,2036光电信息科学与工程,张玉珍,14786168205,榕苑,2,4,401,女,没有
113032021183,光电与信息工程学院,2036光电信息科学与工程,李文,18839208916,榕苑,2,4,401,女,没有
113052021100,光电与信息工程学院,2036通信工程（中英）,李丽娟,13511147073,榕苑,2,4,402,女,没有
113052021064,光电与信息工程学院,2036通信工程（中英）,马柳,18738539368,榕苑,2,4,402,女,没有
113052021063,光电与信息工程学院,2036通信工程（中英）,李琴,18753416759,榕苑,2,4,402,女,没有
113052021135,光电与信息工程学院,2036通信工程（中英）,谢建华,18532453011,榕苑,2,4,402,女,有
113022021116,光电与信息工程学院,2022级测控技术与仪器,吴金凤,15771575823,榕苑,2,4,403,女,没有
113022021075,光电与信息工程学院,2022级测控技术与仪器,张斌,13294016105,榕苑,2,4,403,女,有
113022021153,光电与信息工程学院,2022级测控技术与仪器,柴雪梅,14593616979,榕苑,2,4,403,女,没有
113022021043,光电与信息工程学院,2022级测控技术与仪器,韩龙,14506601147,榕苑,2,4,403,女,没有
113032021090,光电与信息工程学院,20信息工程,梁丽华,13364252987,榕苑,2,4,404,女,没有
113032021174,光电与信息工程学院,20信息工程,晁岩,15832472524,榕苑,2,4,404,女,有
113032021038,光电与信息工程学院,20信息工程,王杰,18882880667,榕苑,2,4,404,女,有
113032021170,光电与信息工程学院,20信息工程,李桂花,13933082106,榕苑,2,4,404,女,有
113052021091,光电与信息工程学院,2022级测控技术与仪器,张雪梅,15105567496,榕苑,2,4,405,女,没有
113052021104,光电与信息工程学院,2022级测控技术与仪器,申丹丹,18851396229,榕苑,2,4,405,女,没有
113052021119,光电与信息工程学院,2022级测控技术与仪器,王龙,15149489012,榕苑,2,4,405,女,有
113052021155,光电与信息工程学院,2022级测控技术与仪器,卢艳,15828908251,榕苑,2,4,405,女,没有
113012021173,光电与信息工程学院,2036光电信息科学与工程,梁秀珍,15823350291,榕苑,2,4,406,女,有
113012021067,光电与信息工程学院,2036光电信息科学与工程,李桂芳,14516589762,榕苑,2,4,406,女,有
113012021138,光电与信息工程学院,2036光电信息科学与工程,杨刚,13198674824,榕苑,2,4,406,女,有
113012021137,光电与信息工程学院,2036光电信息科学与工程,刘楠,15065093490,榕苑,2,4,406,女,没有
113042021148,光电与信息工程学院,20电子信息工程,郑娟,18101332584,榕苑,2,4,407,女,有
113042021167,光电与信息工程学院,20电子信息工程,潘梅,13970741827,榕苑,2,4,407,女,没有
113042021058,光电与信息工程学院,20电子信息工程,刘丽娟,13521946802,榕苑,2,4,407,女,有
113042021145,光电与信息工程学院,20电子信息工程,赖华,15638043452,榕苑,2,4,407,女,有
113062021083,光电与信息工程学院,2036通信工程（中英）,高琴,18608629350,榕苑,2,4,408,女,有
113062021049,光电与信息工程学院,2036通信工程（中英）,张佳,13084853959,榕苑,2,4,408,女,有
113062021103,光电与信息工程学院,2036通信工程（中英）,毛峰,14569791849,榕苑,2,4,408,女,没有
113062021099,光电与信息工程学院,2036通信工程（中英）,吴龙,15361891858,榕苑,2,4,408,女,没有
113032021185,光电与信息工程学院,21信息工程,陶淑珍,13706846952,榕苑,2,4,409,女,有
113032021119,光电与信息工程学院,21信息工程,应雪梅,15137277284,榕苑,2,4,409,女,有
113032021198,光电与信息工程学院,21信息工程,王雪梅,13092247780,榕苑,2,4,409,女,没有
113032021058,光电与信息工程学院,21信息工程,蔡桂花,14588311935,榕苑,2,4,409,女,没有
113042021122,光电与信息工程学院,2136通信工程（中英）,叶辉,15222246444,榕苑,2,4,410,女,没有
113042021112,光电与信息工程学院,2136通信工程（中英）,康红梅,15911804220,榕苑,2,4,410,女,有
113042021134,光电与信息工程学院,2136通信工程（中英）,吴桂荣,18198097277,榕苑,2,4,410,女,没有
113042021076,光电与信息工程学院,2136通信工程（中英）,赵建平,18111324357,榕苑,2,4,410,女,有
113092021156,光电与信息工程学院,2136光电信息科学与工程(闽台),郑婷,13140757463,榕苑,2,4,411,女,没有
113092021009,光电与信息工程学院,2136光电信息科学与工程(闽台),陈俊,15898170703,榕苑,2,4,411,女,没有
113092021060,光电与信息工程学院,2136光电信息科学与工程(闽台),王芳,15034279655,榕苑,2,4,411,女,没有
113092021046,光电与信息工程学院,2136光电信息科学与工程(闽台),潘小红,18097014381,榕苑,2,4,411,女,没有
113022021004,光电与信息工程学院,2022级测控技术与仪器,陈春梅,15623862994,榕苑,2,4,412,女,有
113022021145,光电与信息工程学院,2022级测控技术与仪器,黎秀梅,13472072655,榕苑,2,4,412,女,没有
113022021078,光电与信息工程学院,2022级测控技术与仪器,白洁,13742741717,榕苑,2,4,412,女,没有
113022021185,光电与信息工程学院,2022级测控技术与仪器,何莉,13680298291,榕苑,2,4,412,女,有
113072021058,光电与信息工程学院,2022级电子信息工程（中英）,余鑫,14799098866,榕苑,2,4,413,女,没有
113072021141,光电与信息工程学院,2022级电子信息工程（中英）,林建军,18651941965,榕苑,2,4,413,女,没有
113072021011,光电与信息工程学院,2022级电子信息工程（中英）,刘丽,18730739905,榕苑,2,4,413,女,没有
113072021112,光电与信息工程学院,2022级电子信息工程（中英）,董丽娟,15696058793,榕苑,2,4,413,女,没有
113072021186,光电与信息工程学院,2136通信工程（中英）,朱军,18585078852,榕苑,2,4,414,女,没有
113072021030,光电与信息工程学院,2136通信工程（中英）,麻琳,18826196001,榕苑,2,4,414,女,没有
113072021168,光电与信息工程学院,2136通信工程（中英）,林博,14739810191,榕苑,2,4,414,女,有
113072021005,光电与信息工程学院,2136通信工程（中英）,沈玉,15738442202,榕苑,2,4,414,女,有
113052021013,光电与信息工程学院,20电子信息工程,黄桂荣,13540000079,榕苑,2,4,415,女,没有
113052021099,光电与信息工程学院,20电子信息工程,鞠丽娟,18936081431,榕苑,2,4,415,女,没有
113052021086,光电与信息工程学院,20电子信息工程,汪桂香,13719958318,榕苑,2,4,415,女,有
113052021098,光电与信息工程学院,20电子信息工程,胡丽华,15786290171,榕苑,2,4,415,女,没有
113002021055,光电与信息工程学院,2036光电信息科学与工程,张成,13735341612,榕苑,2,4,416,女,有
113002021084,光电与信息工程学院,2036光电信息科学与工程,胡旭,13776206886,榕苑,2,4,416,女,有
113002021132,光电与信息工程学院,2036光电信息科学与工程,尹志强,18637466176,榕苑,2,4,416,女,有
113002021052,光电与信息工程学院,2036光电信息科学与工程,罗阳,15234118123,榕苑,2,4,416,女,没有
113062021055,光电与信息工程学院,2036测控技术与仪器,马琴,13515062753,榕苑,2,4,417,女,没有
113062021063,光电与信息工程学院,2036测控技术与仪器,李建国,18232225703,榕苑,2,4,417,女,有
113062021031,光电与信息工程学院,2036测控技术与仪器,车冬梅,18230566381,榕苑,2,4,417,女,有
113062021183,光电与信息工程学院,2036测控技术与仪器,周建华,14745215739,榕苑,2,4,417,女,没有
113042021040,光电与信息工程学院,20信息工程,张林,18845107160,榕苑,2,4,418,女,没有
113042021047,光电与信息工程学院,20信息工程,李浩,14553375397,榕苑,2,4,418,女,没有
113042021110,光电与信息工程学院,20信息工程,张梅,15302160983,榕苑,2,4,418,女,有
113042021132,光电与信息工程学院,20信息工程,张兵,18710934709,榕苑,2,4,418,女,有
113072021153,光电与信息工程学院,20电子信息工程,马旭,14797801376,榕苑,2,4,419,女,有
113072021002,光电与信息工程学院,20电子信息工程,敬玉珍,14717906761,榕苑,2,4,419,女,没有
113072021166,光电与信息工程学院,20电子信息工程,杜明,18156893218,榕苑,2,4,419,女,有
113072021162,光电与信息工程学院,20电子信息工程,喻涛,15079609166,榕苑,2,4,419,女,没有
113062021032,光电与信息工程学院,2136光电信息科学与工程,龚平,13367638290,榕苑,2,4,420,女,没有
113062021056,光电与信息工程学院,2136光电信息科学与工程,白璐,13834987933,榕苑,2,4,420,女,没有
113062021104,光电与信息工程学院,2136光电信息科学与工程,王佳,14797590825,榕苑,2,4,420,女,有
113062021146,光电与信息工程学院,2136光电信息科学与工程,崔静,13345556775,榕苑,2,4,420,女,没有
113032021020,光电与信息工程学院,21电子信息工程（中英）,石桂英,13766190057,榕苑,2,4,421,女,有
113032021112,光电与信息工程学院,21电子信息工程（中英）,胡波,18571084376,榕苑,2,4,421,女,有
113032021147,光电与信息工程学院,21电子信息工程（中英）,王娜,18547603043,榕苑,2,4,421,女,没有
113032021037,光电与信息工程学院,21电子信息工程（中英）,巫淑英,18096473289,榕苑,2,4,421,女,没有
113062021177,光电与信息工程学院,2022级电子信息工程（中英）,陈英,15388480989,榕苑,2,4,422,女,没有
113062021043,光电与信息工程学院,2022级电子信息工程（中英）,宋鹏,13419749684,榕苑,2,4,422,女,没有
113062021167,光电与信息工程学院,2022级电子信息工程（中英）,罗玉华,18161011195,榕苑,2,4,422,女,有
113062021195,光电与信息工程学院,2022级电子信息工程（中英）,刘芳,15351142440,榕苑,2,4,422,女,没有
113012021095,光电与信息工程学院,2136光电信息科学与工程,郭云,13674797824,榕苑,2,4,423,女,有
113012021041,光电与信息工程学院,2136光电信息科学与工程,熊成,13192262339,榕苑,2,4,423,女,没有
113012021023,光电与信息工程学院,2136光电信息科学与工程,黄健,15686197395,榕苑,2,4,423,女,没有
113012021028,光电与信息工程学院,2136光电信息科学与工程,陈健,13557668970,榕苑,2,4,423,女,有
113082021085,光电与信息工程学院,2136通信工程（中英）,李红梅,18600093685,榕苑,2,4,424,女,没有
113082021183,光电与信息工程学院,2136通信工程（中英）,郑秀英,13917532943,榕苑,2,4,424,女,有
113082021080,光电与信息工程学院,2136通信工程（中英）,杨敏,15339346511,榕苑,2,4,424,女,有
113082021101,光电与信息工程学院,2136通信工程（中英）,喻雪,14585854036,榕苑,2,4,424,女,没有
101092022058,经济学院,20金融学,吴鹏,15929679006,榕苑,3,1,101,男,没有
101092022051,经济学院,20金融学,陈秀云,15733766886,榕苑,3,1,101,男,没有
101092022121,经济学院,20金融学,相涛,13666277581,榕苑,3,1,101,男,有
101092022063,经济学院,20金融学,李帅,13997493285,榕苑,3,1,101,男,没有
101092022137,经济学院,20工商管理,关健,13057610796,榕苑,3,1,102,男,没有
101092022085,经济学院,20工商管理,陈兰英,15206094577,榕苑,3,1,102,男,有
101092022145,经济学院,20工商管理,刘坤,13984770917,榕苑,3,1,102,男,没有
101092022090,经济学院,20工商管理,王博,18513313860,榕苑,3,1,102,男,没有
101012022128,经济学院,20金融工程,张娜,14545122291,榕苑,3,1,103,男,没有
101012022103,经济学院,20金融工程,曹淑华,13234416656,榕苑,3,1,103,男,有
101012022048,经济学院,20金融工程,范瑜,14565543695,榕苑,3,1,103,男,有
101012022028,经济学院,20金融工程,王淑华,13684573495,榕苑,3,1,103,男,没有
101062022157,经济学院,2022级金融学类2班,刘冬梅,18669029686,榕苑,3,1,104,男,没有
101062022069,经济学院,2022级金融学类2班,赵成,18905397544,榕苑,3,1,104,男,有
101062022064,经济学院,2022级金融学类2班,袁伟,15208275472,榕苑,3,1,104,男,有
101062022132,经济学院,2022级金融学类2班,刘云,15677732125,榕苑,3,1,104,男,有
101052022004,经济学院,21国际经济与贸易,柯婷,13547908595,榕苑,3,1,105,男,没有
101052022174,经济学院,21国际经济与贸易,段洋,18828771192,榕苑,3,1,105,男,有
101052022103,经济学院,21国际经济与贸易,罗凤兰,18885011642,榕苑,3,1,105,男,没有
101052022033,经济学院,21国际经济与贸易,任晨,18518985874,榕苑,3,1,105,男,没有
101092022131,经济学院,21金融学,牛兵,15187804844,榕苑,3,1,106,男,有
101092022172,经济学院,21金融学,谢丹,13758848710,榕苑,3,1,106,男,没有
101092022154,经济学院,21金融学,张桂花,14774075611,榕苑,3,1,106,男,没有
101092022152,经济学院,21金融学,谢建,15299738199,榕苑,3,1,106,男,没有
101072022149,经济学院,21经济学,鞠岩,15992319395,榕苑,3,1,107,男,没有
101072022199,经济学院,21经济学,徐阳,14731505745,榕苑,3,1,107,男,有
101072022072,经济学院,21经济学,张波,15942857929,榕苑,3,1,107,男,有
101072022198,经济学院,21经济学,洪琴,18912343706,榕苑,3,1,107,男,没有
101092022074,经济学院,21国际经济与贸易,陈鹏,13433995525,榕苑,3,1,108,男,有
101092022112,经济学院,21国际经济与贸易,周静,14559622905,榕苑,3,1,108,男,没有
101092022165,经济学院,21国际经济与贸易,王彬,15920909665,榕苑,3,1,108,男,有
101092022147,经济学院,21国际经济与贸易,何玲,13142016604,榕苑,3,1,108,男,有
101062022038,经济学院,2022级金融学类2班,曲坤,18036117952,榕苑,3,1,109,男,有
101062022153,经济学院,2022级金融学类2班,李冬梅,15829346274,榕苑,3,1,109,男,有
101062022004,经济学院,2022级金融学类2班,南洋,13836874246,榕苑,3,1,109,男,没有
101062022107,经济学院,2022级金融学类2班,吴琳,18833947892,榕苑,3,1,109,男,没有
101022022092,经济学院,20财务管理1班,孙洁,13686160442,榕苑,3,1,110,男,有
101022022008,经济学院,20财务管理1班,林颖,18025763031,榕苑,3,1,110,男,没有
101022022200,经济学院,20财务管理1班,袁静,18658507834,榕苑,3,1,110,男,有
101022022078,经济学院,20财务管理1班,王飞,15209252280,榕苑,3,1,110,男,没有
101072022193,经济学院,20财务管理1班,孙倩,15177990946,榕苑,3,1,111,男,有
101072022038,经济学院,20财务管理1班,孙红,15534636581,榕苑,3,1,111,男,有
101072022132,经济学院,20财务管理1班,霍瑜,14782676242,榕苑,3,1,111,男,没有
101072022128,经济学院,20财务管理1班,曾淑英,18281410772,榕苑,3,1,111,男,有
101092022065,经济学院,2022级工商管理类2班,李晨,18291324293,榕苑,3,1,112,男,有
101092022105,经济学院,2022级工商管理类2班,白晨,18053296209,榕苑,3,1,112,男,没有
101092022072,经济学院,2022级工商管理类2班,黄浩,13500638588,榕苑,3,1,112,男,没有
101092022055,经济学院,2022级工商管理类2班,龙凯,15329792341,榕苑,3,1,112,男,有
101032022153,经济学院,2022级国际经济与贸易,寇丽华,18767639227,榕苑,3,1,113,男,有
101032022001,经济学院,2022级国际经济与贸易,陈洋,15716740377,榕苑,3,1,113,男,有
101032022029,经济学院,2022级国际经济与贸易,刘婷婷,18868352366,榕苑,3,1,113,男,有
101032022099,经济学院,2022级国际经济与贸易,聂桂芳,13587419314,榕苑,3,1,113,男,没有
101052022191,经济学院,21财务管理2班,钱峰,13380706241,榕苑,3,1,114,男,没有
101052022095,经济学院,21财务管理2班,崔建华,18524746836,榕苑,3,1,114,男,有
101052022171,经济学院,21财务管理2班,柯兵,18195023564,榕苑,3,1,114,男,没有
101052022117,经济学院,21财务管理2班,韩桂珍,13812838799,榕苑,3,1,114,男,有
101072022116,经济学院,21经济学(国家人才培养基地),李淑华,18067585783,榕苑,3,1,115,男,有
101072022130,经济学院,21经济学(国家人才培养基地),张宁,14516472900,榕苑,3,1,115,男,有
101072022109,经济学院,21经济学(国家人才培养基地),宋金凤,18114683513,榕苑,3,1,115,男,有
101072022052,经济学院,21经济学(国家人才培养基地),罗桂兰,18022632277,榕苑,3,1,115,男,有
101092022061,经济学院,21金融学,萧艳,15052780016,榕苑,3,1,116,男,有
101092022015,经济学院,21金融学,邢秀华,13201766806,榕苑,3,1,116,男,没有
101092022155,经济学院,21金融学,陈雷,15881838059,榕苑,3,1,116,男,没有
101092022182,经济学院,21金融学,陈桂花,18170576319,榕苑,3,1,116,男,有
101012022097,经济学院,21工商管理,高小红,15358835727,榕苑,3,1,117,男,没有
101012022092,经济学院,21工商管理,王彬,14576921239,榕苑,3,1,117,男,没有
101012022187,经济学院,21工商管理,崔玉珍,14578314377,榕苑,3,1,117,男,没有
101012022129,经济学院,21工商管理,陈波,13306014463,榕苑,3,1,117,男,没有
101082022172,经济学院,20国际经济与贸易,吴娜,13990696353,榕苑,3,1,118,男,有
101082022002,经济学院,20国际经济与贸易,马丹丹,15767345892,榕苑,3,1,118,男,没有
101082022067,经济学院,20国际经济与贸易,白建军,14560374423,榕苑,3,1,118,男,有
101082022185,经济学院,20国际经济与贸易,翁辉,15588090731,榕苑,3,1,118,男,没有
101032022101,经济学院,20国际经济与贸易,郑想,15021624167,榕苑,3,1,119,男,没有
101032022107,经济学院,20国际经济与贸易,姚佳,18558437790,榕苑,3,1,119,男,没有
101032022193,经济学院,20国际经济与贸易,何秀梅,14706282558,榕苑,3,1,119,男,有
101032022049,经济学院,20国际经济与贸易,孙林,13125924579,榕苑,3,1,119,男,有
101062022193,经济学院,21国际经济与贸易,刘颖,13656652414,榕苑,3,1,120,男,有
101062022018,经济学院,21国际经济与贸易,刘秀兰,15344962928,榕苑,3,1,120,男,没有
101062022009,经济学院,21国际经济与贸易,王萍,18168195470,榕苑,3,1,120,男,没有
101062022112,经济学院,21国际经济与贸易,张雷,18657109659,榕苑,3,1,120,男,有
101072022100,经济学院,2022级经济学2班,王宁,18101570325,榕苑,3,1,121,男,没有
101072022127,经济学院,2022级经济学2班,蔡云,18183976716,榕苑,3,1,121,男,有
101072022065,经济学院,2022级经济学2班,王建国,13001406032,榕苑,3,1,121,男,有
101072022183,经济学院,2022级经济学2班,冉鹏,13482419232,榕苑,3,1,121,男,没有
101102022012,经济学院,2022级工商管理类2班,陈军,14703738215,榕苑,3,1,122,男,没有
101102022134,经济学院,2022级工商管理类2班,崔利,15844441877,榕苑,3,1,122,男,没有
101102022130,经济学院,2022级工商管理类2班,凌彬,15161819011,榕苑,3,1,122,男,没有
101102022167,经济学院,2022级工商管理类2班,杨小红,13801452805,榕苑,3,1,122,男,有
101002022016,经济学院,2022级经济学1班,焦梅,15388062177,榕苑,3,1,123,男,没有
101002022001,经济学院,2022级经济学1班,陈淑英,18257307355,榕苑,3,1,123,男,有
101002022022,经济学院,2022级经济学1班,郭柳,18230734132,榕苑,3,1,123,男,没有
101002022058,经济学院,2022级经济学1班,崔秀梅,13848316871,榕苑,3,1,123,男,没有
